"2026-05-19 21:17:49";;;
card_reference;card_name;rarity;quantity
ALT_COREKS_B_LY_12_C;"Navigatrice Lyra";Commun;2
ALT_COREKS_B_LY_12_R1;"Navigatrice Lyra";Rare;1
ALT_COREKS_B_LY_12_R2;"Navigatrice Lyra";Rare;2
ALT_COREKS_B_LY_13_C;Anansi;Commun;2
ALT_COREKS_B_LY_13_R1;Anansi;Rare;1
ALT_COREKS_B_LY_13_R2;Anansi;Rare;1
ALT_COREKS_B_LY_13_U_3999;Anansi;Unique;1
ALT_COREKS_B_LY_14_C;"Danseuse d'Étoffe Lyra";Commun;2
ALT_COREKS_B_LY_14_R1;"Danseuse d'Étoffe Lyra";Rare;1
ALT_COREKS_B_LY_14_R2;"Danseuse d'Étoffe Lyra";Rare;1
ALT_COREKS_B_LY_15_C;"Le Marchand de Sable";Commun;4
ALT_COREKS_B_LY_15_R1;"Le Marchand de Sable";Rare;1
ALT_COREKS_B_LY_15_R2;"Le Marchand de Sable";Rare;1
ALT_COREKS_B_LY_16_C;"Chroniqueuse Lyra";Commun;2
ALT_COREKS_B_LY_16_R1;"Chroniqueuse Lyra";Rare;1
ALT_COREKS_B_LY_16_R2;"Chroniqueuse Lyra";Rare;1
ALT_COREKS_B_LY_17_C;"Croupière de l'Ouroboros";Commun;1
ALT_COREKS_B_LY_17_R1;"Croupière de l'Ouroboros";Rare;1
ALT_COREKS_B_LY_17_R2;"Croupière de l'Ouroboros";Rare;1
ALT_COREKS_B_LY_18_C;"Le Chapelier";Commun;3
ALT_COREKS_B_LY_18_R1;"Le Chapelier";Rare;1
ALT_COREKS_B_LY_18_R2;"Le Chapelier";Rare;1
ALT_COREKS_B_LY_18_U_4963;"Le Chapelier";Unique;1
ALT_COREKS_B_LY_19_C;"Amahle, Paria Asgarthi";Commun;3
ALT_COREKS_B_LY_19_R1;"Amahle, Paria Asgarthi";Rare;1
ALT_COREKS_B_LY_19_R2;"Amahle, Paria Asgarthi";Rare;1
ALT_COREKS_B_LY_20_C;Asmodée;Commun;2
ALT_COREKS_B_LY_20_R1;Asmodée;Rare;1
ALT_COREKS_B_LY_21_C;Loki;Commun;2
ALT_COREKS_B_LY_21_R1;Loki;Rare;1
ALT_COREKS_B_LY_21_R2;Loki;Rare;1
ALT_COREKS_B_LY_22_C;"Entraînement A Cappella";Commun;2
ALT_COREKS_B_LY_22_R1;"Entraînement A Cappella";Rare;1
ALT_COREKS_B_LY_22_R2;"Entraînement A Cappella";Rare;1
ALT_COREKS_B_LY_23_C;"Meunier, Tu Dors";Commun;1
ALT_COREKS_B_LY_23_R1;"Meunier, Tu Dors";Rare;1
ALT_COREKS_B_LY_23_R2;"Meunier, Tu Dors";Rare;1
ALT_COREKS_B_LY_24_C;"Cocon d'Étoffe";Commun;2
ALT_COREKS_B_LY_24_R1;"Cocon d'Étoffe";Rare;1
ALT_COREKS_B_LY_24_R2;"Cocon d'Étoffe";Rare;1
ALT_COREKS_B_LY_25_C;Tapis !;Commun;2
ALT_COREKS_B_LY_25_R1;Tapis !;Rare;1
ALT_COREKS_B_LY_25_R2;Tapis !;Rare;1
ALT_COREKS_B_LY_26_C;"Prison de Peinture";Commun;2
ALT_COREKS_B_LY_26_R1;"Prison de Peinture";Rare;1
ALT_COREKS_B_LY_26_R2;"Prison de Peinture";Rare;1
ALT_COREKS_B_LY_27_C;"Apothéose de l'Esprit";Commun;2
ALT_COREKS_B_LY_27_R1;"Apothéose de l'Esprit";Rare;1
ALT_COREKS_B_LY_27_R2;"Apothéose de l'Esprit";Rare;1
ALT_COREKS_B_LY_28_C;"Franchir le Bifröst";Commun;2
ALT_COREKS_B_LY_28_R2;"Franchir le Bifröst";Rare;2
ALT_COREKS_B_LY_29_C;"Festival Lyra";Commun;1
ALT_COREKS_B_LY_29_R1;"Festival Lyra";Rare;1
ALT_COREKS_B_LY_29_R2;"Festival Lyra";Rare;1
ALT_COREKS_B_LY_30_C;"L'Ouroboros, Bastion Lyra";Commun;3
ALT_COREKS_B_LY_30_R1;"L'Ouroboros, Bastion Lyra";Rare;1
ALT_COREKS_B_LY_30_R2;"L'Ouroboros, Bastion Lyra";Rare;1
ALT_COREKS_B_MU_01_C;"Teija & Nauraa";Commun;2
ALT_COREKS_B_MU_02_C;"Arjun & Spike";Commun;3
ALT_COREKS_B_MU_03_C;"Rin & Orchid";Commun;4
ALT_COREKS_B_MU_04_C;"Soigneuse Muna";Commun;2
ALT_COREKS_B_MU_04_R1;"Soigneuse Muna";Rare;1
ALT_COREKS_B_MU_04_R2;"Soigneuse Muna";Rare;1
ALT_COREKS_B_MU_04_U_1042;"Soigneuse Muna";Unique;1
ALT_COREKS_B_MU_05_C;Kitsune;Commun;2
ALT_COREKS_B_MU_05_R1;Kitsune;Rare;1
ALT_COREKS_B_MU_05_R2;Kitsune;Rare;1
ALT_COREKS_B_MU_05_U_2830;Kitsune;Unique;1
ALT_COREKS_B_MU_06_C;"Vendangeurs du Fuseau";Commun;2
ALT_COREKS_B_MU_06_R1;"Vendangeurs du Fuseau";Rare;1
ALT_COREKS_B_MU_06_R2;"Vendangeurs du Fuseau";Rare;1
ALT_COREKS_B_MU_06_U_1815;"Vendangeurs du Fuseau";Unique;1
ALT_COREKS_B_MU_07_C;Mowgli;Commun;2
ALT_COREKS_B_MU_07_R1;Mowgli;Rare;1
ALT_COREKS_B_MU_07_R2;Mowgli;Rare;1
ALT_COREKS_B_MU_08_C;"Champignon Éternueur";Commun;3
ALT_COREKS_B_MU_08_R1;"Champignon Éternueur";Rare;1
ALT_COREKS_B_MU_08_R2;"Champignon Éternueur";Rare;1
ALT_COREKS_B_MU_08_U_738;"Champignon Éternueur";Unique;1
ALT_COREKS_B_MU_09_C;Kodama;Commun;2
ALT_COREKS_B_MU_09_R1;Kodama;Rare;1
ALT_COREKS_B_MU_09_R2;Kodama;Rare;1
ALT_COREKS_B_MU_10_C;"Yong-Su, Tisserand Verdoyant";Commun;3
ALT_COREKS_B_MU_10_R1;"Yong-Su, Tisserand Verdoyant";Rare;1
ALT_COREKS_B_MU_10_R2;"Yong-Su, Tisserand Verdoyant";Rare;1
ALT_COREKS_B_MU_11_C;Inari;Commun;3
ALT_COREKS_B_MU_11_R1;Inari;Rare;1
ALT_COREKS_B_MU_11_R2;Inari;Rare;2
ALT_COREKS_B_MU_11_U_3301;Inari;Unique;1
ALT_COREKS_B_MU_12_C;"Fille d'Yggdrasil";Commun;2
ALT_COREKS_B_MU_12_R1;"Fille d'Yggdrasil";Rare;1
ALT_COREKS_B_MU_12_R2;"Fille d'Yggdrasil";Rare;1
ALT_COREKS_B_MU_12_U_1396;"Fille d'Yggdrasil";Unique;1
ALT_COREKS_B_MU_13_C;"Druide Muna";Commun;2
ALT_COREKS_B_MU_13_R1;"Druide Muna";Rare;1
ALT_COREKS_B_MU_14_C;Cernunnos;Commun;2
ALT_COREKS_B_MU_14_R1;Cernunnos;Rare;1
ALT_COREKS_B_MU_14_R2;Cernunnos;Rare;1
ALT_COREKS_B_MU_15_C;Dracaena;Commun;2
ALT_COREKS_B_MU_15_R1;Dracaena;Rare;1
ALT_COREKS_B_MU_15_R2;Dracaena;Rare;1
ALT_COREKS_B_MU_16_C;"Aloe Vera";Commun;2
ALT_COREKS_B_MU_16_R1;"Aloe Vera";Rare;1
ALT_COREKS_B_MU_16_R2;"Aloe Vera";Rare;1
ALT_COREKS_B_MU_16_U_3393;"Aloe Vera";Unique;1
ALT_COREKS_B_MU_17_C;Aja;Commun;4
ALT_COREKS_B_MU_17_R1;Aja;Rare;1
ALT_COREKS_B_MU_17_R2;Aja;Rare;1
ALT_COREKS_B_MU_18_C;Parvati;Commun;1
ALT_COREKS_B_MU_18_R1;Parvati;Rare;1
ALT_COREKS_B_MU_18_U_2189;Parvati;Unique;1
ALT_COREKS_B_MU_19_C;Vertéchine;Commun;3
ALT_COREKS_B_MU_19_R1;Vertéchine;Rare;1
ALT_COREKS_B_MU_20_C;"Pignon Pugnace";Commun;3
ALT_COREKS_B_MU_20_R1;"Pignon Pugnace";Rare;1
ALT_COREKS_B_MU_20_R2;"Pignon Pugnace";Rare;1
ALT_COREKS_B_MU_21_C;"Fils d'Yggdrasil";Commun;1
ALT_COREKS_B_MU_21_R1;"Fils d'Yggdrasil";Rare;1
ALT_COREKS_B_MU_21_R2;"Fils d'Yggdrasil";Rare;1
ALT_COREKS_B_MU_22_C;Hydracaena;Commun;1
ALT_COREKS_B_MU_22_R1;Hydracaena;Rare;1
ALT_COREKS_B_MU_22_R2;Hydracaena;Rare;1
ALT_COREKS_B_MU_23_C;"Marchand Muna";Commun;2
ALT_COREKS_B_MU_23_R1;"Marchand Muna";Rare;1
ALT_COREKS_B_MU_23_R2;"Marchand Muna";Rare;1
ALT_COREKS_B_MU_23_U_849;"Marchand Muna";Unique;1
ALT_COREKS_B_MU_24_R1;"Prairie Prolifique";Rare;1
ALT_COREKS_B_MU_25_C;"Entraînement à la Méditation";Commun;3
ALT_COREKS_B_MU_25_R1;"Entraînement à la Méditation";Rare;1
ALT_COREKS_B_MU_25_R2;"Entraînement à la Méditation";Rare;1
ALT_COREKS_B_MU_26_C;"Moisson de Mana";Commun;1
ALT_COREKS_B_MU_26_R2;"Moisson de Mana";Rare;1
ALT_COREKS_B_MU_27_C;Abreuver;Commun;2
ALT_COREKS_B_MU_27_R1;Abreuver;Rare;1
ALT_COREKS_B_MU_27_R2;Abreuver;Rare;1
ALT_COREKS_B_MU_28_C;"Sommeil Réparateur";Commun;3
ALT_COREKS_B_MU_28_R1;"Sommeil Réparateur";Rare;1
ALT_COREKS_B_MU_28_R2;"Sommeil Réparateur";Rare;1
ALT_COREKS_B_MU_29_C;Récolter;Commun;3
ALT_COREKS_B_MU_29_R1;Récolter;Rare;1
ALT_COREKS_B_MU_29_R2;Récolter;Rare;1
ALT_COREKS_B_MU_30_R1;"Le Fuseau, Bastion Muna";Rare;1
ALT_COREKS_B_MU_30_R2;"Le Fuseau, Bastion Muna";Rare;1
ALT_COREKS_B_NE_FOILER_C;Foiler;Commun;45
ALT_COREKS_B_NE_FOILER_R;Foiler;Rare;15
ALT_COREKS_B_NE_FOILER_U;Foiler;Unique;6
ALT_COREKS_B_OR_01_C;"Sigismar & Wingspan";Commun;2
ALT_COREKS_B_OR_02_C;"Waru & Mack";Commun;2
ALT_COREKS_B_OR_03_C;"Gulrang & Tocsin";Commun;2
ALT_COREKS_B_OR_04_C;"Héraut de Papier";Commun;2
ALT_COREKS_B_OR_04_R1;"Héraut de Papier";Rare;1
ALT_COREKS_B_OR_04_R2;"Héraut de Papier";Rare;1
ALT_COREKS_B_OR_05_C;"Troupière Ordis";Commun;2
ALT_COREKS_B_OR_05_R1;"Troupière Ordis";Rare;2
ALT_COREKS_B_OR_05_R2;"Troupière Ordis";Rare;1
ALT_COREKS_B_OR_06_C;"Cadets Ordis";Commun;3
ALT_COREKS_B_OR_06_R1;"Cadets Ordis";Rare;1
ALT_COREKS_B_OR_06_R2;"Cadets Ordis";Rare;1
ALT_COREKS_B_OR_07_C;"Scribe Runique du Monolithe";Commun;2
ALT_COREKS_B_OR_07_R1;"Scribe Runique du Monolithe";Rare;1
ALT_COREKS_B_OR_07_R2;"Scribe Runique du Monolithe";Rare;1
ALT_COREKS_B_OR_08_C;"Légat du Monolithe";Commun;2
ALT_COREKS_B_OR_08_R1;"Légat du Monolithe";Rare;1
ALT_COREKS_B_OR_08_R2;"Légat du Monolithe";Rare;2
ALT_COREKS_B_OR_09_C;"Le Roi-Grenouille";Commun;1
ALT_COREKS_B_OR_09_R1;"Le Roi-Grenouille";Rare;1
ALT_COREKS_B_OR_09_R2;"Le Roi-Grenouille";Rare;1
ALT_COREKS_B_OR_10_C;"Archiviste du Monolithe";Commun;3
ALT_COREKS_B_OR_10_R1;"Archiviste du Monolithe";Rare;1
ALT_COREKS_B_OR_10_R2;"Archiviste du Monolithe";Rare;1
ALT_COREKS_B_OR_11_C;Ozma;Commun;4
ALT_COREKS_B_OR_11_R2;Ozma;Rare;1
ALT_COREKS_B_OR_12_C;"Le Conseil";Commun;1
ALT_COREKS_B_OR_12_R1;"Le Conseil";Rare;1
ALT_COREKS_B_OR_13_C;"Gardienne Ordis";Commun;2
ALT_COREKS_B_OR_13_R1;"Gardienne Ordis";Rare;1
ALT_COREKS_B_OR_13_R2;"Gardienne Ordis";Rare;1
ALT_COREKS_B_OR_14_C;"Espionne Ordis";Commun;3
ALT_COREKS_B_OR_14_R2;"Espionne Ordis";Rare;1
ALT_COREKS_B_OR_15_C;"Kakoba, Commandant de Légion";Commun;2
ALT_COREKS_B_OR_15_R1;"Kakoba, Commandant de Légion";Rare;1
ALT_COREKS_B_OR_15_R2;"Kakoba, Commandant de Légion";Rare;1
ALT_COREKS_B_OR_16_C;"Procuratrice Ordis";Commun;1
ALT_COREKS_B_OR_17_C;"Jeanne d'Arc";Commun;1
ALT_COREKS_B_OR_17_R1;"Jeanne d'Arc";Rare;1
ALT_COREKS_B_OR_17_R2;"Jeanne d'Arc";Rare;1
ALT_COREKS_B_OR_18_C;Quetzalcóatl;Commun;2
ALT_COREKS_B_OR_18_R1;Quetzalcóatl;Rare;1
ALT_COREKS_B_OR_18_R2;Quetzalcóatl;Rare;1
ALT_COREKS_B_OR_19_C;Issitoq;Commun;2
ALT_COREKS_B_OR_19_R1;Issitoq;Rare;1
ALT_COREKS_B_OR_19_R2;Issitoq;Rare;1
ALT_COREKS_B_OR_20_C;Anubis;Commun;3
ALT_COREKS_B_OR_20_R1;Anubis;Rare;2
ALT_COREKS_B_OR_20_R2;Anubis;Rare;1
ALT_COREKS_B_OR_21_C;"Robin des Bois";Commun;3
ALT_COREKS_B_OR_21_R1;"Robin des Bois";Rare;1
ALT_COREKS_B_OR_21_R2;"Robin des Bois";Rare;1
ALT_COREKS_B_OR_22_C;Thot;Commun;3
ALT_COREKS_B_OR_22_R1;Thot;Rare;1
ALT_COREKS_B_OR_22_R2;Thot;Rare;1
ALT_COREKS_B_OR_23_C;Chargez !;Commun;1
ALT_COREKS_B_OR_23_R1;Chargez !;Rare;1
ALT_COREKS_B_OR_23_R2;Chargez !;Rare;1
ALT_COREKS_B_OR_24_C;"Entraînement à l'Esprit d'Équipe";Commun;2
ALT_COREKS_B_OR_24_R1;"Entraînement à l'Esprit d'Équipe";Rare;1
ALT_COREKS_B_OR_24_R2;"Entraînement à l'Esprit d'Équipe";Rare;1
ALT_COREKS_B_OR_25_C;"Sceaux Adhésifs";Commun;2
ALT_COREKS_B_OR_25_R1;"Sceaux Adhésifs";Rare;1
ALT_COREKS_B_OR_26_C;"Ouvrez les Portes";Commun;2
ALT_COREKS_B_OR_26_R1;"Ouvrez les Portes";Rare;1
ALT_COREKS_B_OR_26_R2;"Ouvrez les Portes";Rare;1
ALT_COREKS_B_OR_27_C;"Jour de Célébration";Commun;3
ALT_COREKS_B_OR_27_R1;"Jour de Célébration";Rare;1
ALT_COREKS_B_OR_27_R2;"Jour de Célébration";Rare;1
ALT_COREKS_B_OR_28_C;"Le Monolithe, Bastion Ordis";Commun;2
ALT_COREKS_B_OR_28_R1;"Le Monolithe, Bastion Ordis";Rare;1
ALT_COREKS_B_OR_28_R2;"Le Monolithe, Bastion Ordis";Rare;1
ALT_COREKS_B_OR_29_C;"Grand Projet";Commun;3
ALT_COREKS_B_OR_29_R1;"Grand Projet";Rare;1
ALT_COREKS_B_OR_29_R2;"Grand Projet";Rare;1
ALT_COREKS_B_OR_30_C;"Transporteur Ordis";Commun;2
ALT_COREKS_B_OR_30_R1;"Transporteur Ordis";Rare;1
ALT_COREKS_B_OR_30_R2;"Transporteur Ordis";Rare;1
ALT_COREKS_B_YZ_01_C;"Akesha & Taru";Commun;2
ALT_COREKS_B_YZ_02_C;"Lindiwe & Maw";Commun;2
ALT_COREKS_B_YZ_03_C;"Afanas & Senka";Commun;2
ALT_COREKS_B_YZ_04_C;"Disciple Studieux";Commun;3
ALT_COREKS_B_YZ_04_R2;"Disciple Studieux";Rare;1
ALT_COREKS_B_YZ_05_C;"Méduse Lunaire";Commun;2
ALT_COREKS_B_YZ_05_R1;"Méduse Lunaire";Rare;1
ALT_COREKS_B_YZ_06_C;"Fée des Dents";Commun;2
ALT_COREKS_B_YZ_06_R1;"Fée des Dents";Rare;1
ALT_COREKS_B_YZ_06_R2;"Fée des Dents";Rare;1
ALT_COREKS_B_YZ_07_C;"Mage-Danseur du Kadigir";Commun;3
ALT_COREKS_B_YZ_07_R2;"Mage-Danseur du Kadigir";Rare;1
ALT_COREKS_B_YZ_08_C;"Augure Yzmir";Commun;2
ALT_COREKS_B_YZ_08_R1;"Augure Yzmir";Rare;1
ALT_COREKS_B_YZ_09_C;"Dame du Lac";Commun;2
ALT_COREKS_B_YZ_09_R1;"Dame du Lac";Rare;1
ALT_COREKS_B_YZ_09_R2;"Dame du Lac";Rare;1
ALT_COREKS_B_YZ_10_C;Baku;Commun;2
ALT_COREKS_B_YZ_10_R1;Baku;Rare;1
ALT_COREKS_B_YZ_10_R2;Baku;Rare;1
ALT_COREKS_B_YZ_11_C;"Baba Yaga";Commun;3
ALT_COREKS_B_YZ_11_R1;"Baba Yaga";Rare;1
ALT_COREKS_B_YZ_11_R2;"Baba Yaga";Rare;2
ALT_COREKS_B_YZ_12_C;"Alchimiste du Kadigir";Commun;3
ALT_COREKS_B_YZ_12_R1;"Alchimiste du Kadigir";Rare;1
ALT_COREKS_B_YZ_12_R2;"Alchimiste du Kadigir";Rare;1
ALT_COREKS_B_YZ_13_C;Alice;Commun;2
ALT_COREKS_B_YZ_13_R2;Alice;Rare;2
ALT_COREKS_B_YZ_14_C;Flamel;Commun;2
ALT_COREKS_B_YZ_14_R1;Flamel;Rare;1
ALT_COREKS_B_YZ_14_R2;Flamel;Rare;1
ALT_COREKS_B_YZ_15_C;"Kuwat, le Dissident";Commun;3
ALT_COREKS_B_YZ_15_R1;"Kuwat, le Dissident";Rare;1
ALT_COREKS_B_YZ_15_R2;"Kuwat, le Dissident";Rare;1
ALT_COREKS_B_YZ_16_C;"Dorothy Gale";Commun;2
ALT_COREKS_B_YZ_16_R1;"Dorothy Gale";Rare;1
ALT_COREKS_B_YZ_16_R2;"Dorothy Gale";Rare;1
ALT_COREKS_B_YZ_17_C;"Le Kraken";Commun;1
ALT_COREKS_B_YZ_17_R1;"Le Kraken";Rare;1
ALT_COREKS_B_YZ_17_R2;"Le Kraken";Rare;1
ALT_COREKS_B_YZ_18_C;Sakarabru;Commun;1
ALT_COREKS_B_YZ_18_R1;Sakarabru;Rare;1
ALT_COREKS_B_YZ_18_R2;Sakarabru;Rare;1
ALT_COREKS_B_YZ_19_C;"Entraînement Magique";Commun;2
ALT_COREKS_B_YZ_19_R1;"Entraînement Magique";Rare;1
ALT_COREKS_B_YZ_19_R2;"Entraînement Magique";Rare;1
ALT_COREKS_B_YZ_20_C;"Don de Soi";Commun;1
ALT_COREKS_B_YZ_20_R1;"Don de Soi";Rare;1
ALT_COREKS_B_YZ_21_C;Zou !;Commun;2
ALT_COREKS_B_YZ_21_R1;Zou !;Rare;1
ALT_COREKS_B_YZ_21_R2;Zou !;Rare;2
ALT_COREKS_B_YZ_22_C;Espionnage;Commun;2
ALT_COREKS_B_YZ_22_R1;Espionnage;Rare;1
ALT_COREKS_B_YZ_22_R2;Espionnage;Rare;1
ALT_COREKS_B_YZ_23_C;"Sceau de Conjuration";Commun;3
ALT_COREKS_B_YZ_23_R1;"Sceau de Conjuration";Rare;1
ALT_COREKS_B_YZ_23_R2;"Sceau de Conjuration";Rare;1
ALT_COREKS_B_YZ_24_C;"Portail de Bannissement";Commun;2
ALT_COREKS_B_YZ_24_R1;"Portail de Bannissement";Rare;1
ALT_COREKS_B_YZ_24_R2;"Portail de Bannissement";Rare;1
ALT_COREKS_B_YZ_25_C;"Petit Pas, Bond de Géant";Commun;2
ALT_COREKS_B_YZ_25_R1;"Petit Pas, Bond de Géant";Rare;1
ALT_COREKS_B_YZ_26_C;"Furie du Kraken";Commun;1
ALT_COREKS_B_YZ_26_R1;"Furie du Kraken";Rare;1
ALT_COREKS_B_YZ_26_R2;"Furie du Kraken";Rare;1
ALT_COREKS_B_YZ_27_C;"Explosion Céleste";Commun;1
ALT_COREKS_B_YZ_27_R1;"Explosion Céleste";Rare;1
ALT_COREKS_B_YZ_27_R2;"Explosion Céleste";Rare;1
ALT_COREKS_B_YZ_28_C;"L'Isba de Baba";Commun;2
ALT_COREKS_B_YZ_28_R1;"L'Isba de Baba";Rare;1
ALT_COREKS_B_YZ_29_C;"Fragment d'Éther";Commun;2
ALT_COREKS_B_YZ_29_R1;"Fragment d'Éther";Rare;1
ALT_COREKS_B_YZ_29_R2;"Fragment d'Éther";Rare;1
ALT_COREKS_B_YZ_30_C;"Le Kadigir, Bastion Yzmir";Commun;2
ALT_COREKS_B_YZ_30_R2;"Le Kadigir, Bastion Yzmir";Rare;1
